date,news
2022-03-03,"['The CEO of the luxury electric vehicle manufacturer Tesla (TSLA) - Get Tesla Inc Report seems to monitor access to the means of communication allowing Ukrainians not to be cut off from the world and above all to continue to tell the world about their daily life in order to avoid Russian propaganda.', 'Tesla electric vehicles for test driving are parked in Hanam, South Korea, July 6, 2020. Picture taken on July 6, 2020. REUTERS/Kim Hong-Ji Tesla electric vehicles for test driving are parked in Hanam, South Korea, July 6, 2020. Picture taken on July 6, 2020.', 'REUTERS/Kim Hong-Ji\n\nMarch 3, 2022\n\nTOKYO (Reuters) – Japan’s Panasonic Corp is looking to purchase land in the United States for a mega-factory to make a new type of electric vehicle (EV) battery for Tesla Inc, public broadcaster NHK reported on Friday.', 'Panasonic is looking at building the factory, to cost several billion dollars, in either Oklahoma or Kansas for their proximity to Texas, where Tesla is preparing a new EV plant, NHK reported. NHK gave no timeline for Panasonic’s U.S. project.\n\nNHK did not cite the source of its information.', 'A long-time supplier for Tesla, Panasonic has already announced plans to begin mass-producing the new type of lithium-ion battery for Tesla before the end of March 2024 with two new production lines at its western Japanese plant in Wakayama.', 'The 4680 format (46 millimetres wide and 80 millimetres tall) battery is about five times bigger than those currently supplied to Tesla, meaning the U.S. electric vehicle (EV) maker will be able to lower production costs.\n\nThe new powerpack is also expected to improve vehicle range.', 'Panasonic planning massive battery plant in U.S. to supply Tesla -NHK', 'TheStreet\n\nRivian Might Have Given Ford, GM, Tesla, and Lucid Fuel\n\nThe company must now try to put out two fires coming from two different fronts, knowing that this latest crisis is likely to significantly affect its image and reputation.', 'It cannot be ruled out that rivals like Ford (F) - Get Ford Motor Company Report, Tesla (TSLA) - Get Tesla Inc Report, GM (GM) - Get General Motors Company Report and Lucid Group (LCID) - Get Lucid Group, Inc. Report will use it in their commercial and marketing arguments.', 'Rivian Drops Unpopular Move That Could Benefit Tesla, GM and Ford']"
2022-03-04,"['Dogecoin continued to rise throughout the first couple of months, helped by support from big names like Mark Cuban and Tesla Inc (NASDAQ:TSLA) CEO Elon Musk.\n\nThe cryptocurrency hit an all-time high of $0.7376 in May.', 'Tesla (TSLA) held up after CEO Elon Musk issued a challenge. Rivian (RIVN) plunged.\n\nX\n\nA trio of stocks managed to make bullish moves despite the challenging action. Public Storage (PSA), SandRidge Energy (SD) and CMS Energy (CMS) tested buy points.\n\nVolatility was up, with the Cboe Volatility Index, or VIX, spiking more than 9%.', 'They still have healthy gains of more than 10% for the month though,\n\nTesla Stock Holds Up After Elon Musk Issues Challenge\n\nTesla stock spent much of the session in the green and was giving up less than 1% heading into the close gain after CEO Elon Musk took on a powerful union via Twitter.', 'Tesla will do nothing to stop them,"" he said.\n\nThe stock may have been boosted by the fact that Tesla\'s Germany plant has been granted a final permit by regional authorities.\n\nBut Tesla still must provide some documents before production can kick off.\n\nTesla stock is a member of the prestigious IBD Leaderboard list of leading growth stocks.', 'Dow Jones Falls; Tesla Stock Steady After Elon Musk Challenge; 3 Stocks Hit After Russia Attack', 'Tesla, Inc. (NASDAQ:TSLA) is up 1.6% after Elon Musk, the CEO of the Austin, Texas-based electric vehicle manufacturer, gave an open invitation to the United Autoworkers (UAW) to come to his facility and rally his labor force to unionize. Musk thinks that Tesla, Inc. (NASDAQ:TSLA) treats the laborers fairly and compensates them well.', 'ARK Investment Management is one of the leading investors in Tesla, Inc. (NASDAQ:TSLA). As of Q4 2021, 91 hedge funds out of the 924 being tracked by Insider Monkey held a cumulative stake of over $12.9 billion in Tesla, Inc. (NASDAQ:TSLA).\n\n9. Broadcom Inc.']"
2022-03-05,"['Also, a UnitedHealth Group insider is buying up the company\'s stock and why Tesla will be worth $4 trillion dollars someday.\n\n""100 Women Shaping the World of U.S.', '""Tesla May Have a Path to a $4 Trillion Market Value. Here\'s Why,"" by Al Root, says that Tesla Inc (NASDAQ: TSLA) investor Gary Black tweeted out some interesting math Friday, laying out his case for Tesla’s market capitalization to climb to a whopping $4 trillion.', ""Barron's Latest Picks And Pans: Meta, Zendesk, Tesla, UnitedHealth Group And More"", '""Hold Strong Ukraine"", posted Tesla\'s (TSLA) - Get Tesla Inc Report chief executive officer Friday night, a message surrounded by three Ukrainian flags on the left and three others on the right.', 'Tesla\' Musk Warns of Cyber Attacks\n\n""Turn on Starlink only when needed and place antenna away as far away from people as possible,"" he added.\n\n""Place light camouflage over antenna to avoid visual detection.""', 'Wealth Alliance Advisory Group LLC acquired a new stake in shares of Tesla, Inc. (NASDAQ:TSLA – Get Rating) in the 4th quarter, according to the company in its most recent Form 13F filing with the SEC. The institutional investor acquired 277 shares of the electric vehicle producer’s stock, valued at approximately $293,000.', 'Rye Brook Capital LLC bought a new position in shares of Tesla in the 4th quarter valued at about $835,000. Eagle Capital Management LLC lifted its holdings in shares of Tesla by 4.6% in the 4th quarter.', 'Get Tesla alerts:\n\nIn other news, SVP Andrew D. Baglino sold 917 shares of Tesla stock in a transaction on Monday, December 6th. The shares were sold at an average price of $980.47, for a total transaction of $899,090.99.', 'Shares of NASDAQ TSLA traded down $1.00 during midday trading on Friday, reaching $838.29. 22,339,463 shares of the company’s stock traded hands, compared to its average volume of 27,808,609. The company has a quick ratio of 1.08, a current ratio of 1.38 and a debt-to-equity ratio of 0.17.', 'Tesla, Inc. has a one year low of $539.49 and a one year high of $1,243.49. The company has a market cap of $841.87 billion, a price-to-earnings ratio of 171.08, a P/E/G ratio of 3.07 and a beta of 1.98.\n\nTesla (NASDAQ:TSLA – Get Rating) last announced its earnings results on Tuesday, January 25th.', 'Tesla had a net margin of 10.25% and a return on equity of 20.36%. Tesla’s revenue was up 65.6% compared to the same quarter last year. During the same period last year, the firm earned $0.24 earnings per share. Equities analysts predict that Tesla, Inc. will post 7.1 EPS for the current fiscal year.', 'Mizuho increased their price target on shares of Tesla from $950.00 to $1,300.00 and gave the company a “buy” rating in a report on Wednesday, January 5th. TheStreet downgraded shares of Tesla from a “b” rating to a “c+” rating in a report on Monday, December 20th.', 'Based on data from MarketBeat, Tesla has a consensus rating of “Hold” and a consensus target price of $940.09.\n\nTesla Company Profile (Get Rating)\n\nTesla, Inc engages in the design, development, manufacture, and sale of fully electric vehicles and energy generation and storage systems.', 'Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Tesla, Inc. (NASDAQ:TSLA – Get Rating).\n\nWant More Great Investing Ideas?', ""Receive News & Ratings for Tesla Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for Tesla and related companies with MarketBeat.com's FREE daily email newsletter."", 'Wealth Alliance Advisory Group LLC Acquires Shares of 277 Tesla, Inc. (NASDAQ:TSLA)']"
2022-03-06,"[""In recent weeks, Tesla's (TSLA) - Get Tesla Inc Report rivals have sharpened their weapons.\n\nThey have, like Ford (F) - Get Ford Motor Company Report and General Motors (GM) - Get General Motors Company Report, stated their ambitions to produce millions of electric cars from 2025 and 2026. Others, like Rivian (RIVN) - Get Rivian Automotive, Inc."", 'And Tesla in all this?\n\nThe company led by Elon Musk seems ready to face all these rivals.\n\nOne of its weapons: to significantly increase its production in order to increase its market share in this market that the company currently dominates.', 'And to do this, Tesla has just launched a recruitment campaign for its Gigafactory in Berlin, just two days after obtaining the permit.', '""Tesla is an Equal Opportunity/Affirmative Action employer committed to diversity in the workplace.', '""Tesla is also committed to working with and providing reasonable accommodations to individuals with disabilities. Please let your recruiter know if you need an accommodation at any point during the interview process.""', 'While Tesla finally got its permit after months of delay, the company still has to meet a few requirements before starting production, according to German authorities.\n\nStart of Production Before The End of March?', 'It would take about two weeks for Tesla to meet these requirements, according to German authorities. Based on this assumption, the company could start manufacturing cars in its German Gigafactory around March 20.\n\nTesla has not yet given any date.', 'The Berlin gigafactory is very important for Tesla.\n\nIn Germany, Tesla will inaugurate the 4680 cell structural batteries, which will be used in the Model Y SUV made in Europe. These batteries will inaugurate a new platform, basically a new technique.', 'Tesla thus hopes with the 4680 cells to revolutionize the battery, the central element of the electric vehicle.\n\nTesla plans to build the Model Y SUV at the plant. It is aiming to build up to 10,000 vehicles a week.', 'Tesla produced 930,422 vehicles in 2021.', 'Tesla Is About to Start Production at Its Berlin Gigafactory', ""McDonald's Pressured to Accept Crypto\n\nThe New York-based fast-food chain's venture into the bitcoin and cryptocurrency world comes shortly after Tesla's (TSLA) - Get Tesla Inc Report CEO Elon Musk and Dogecoin cryptocurrency co-founder Billy Markus in January called on McDonald's to begin accepting the Dogecoin cryptocurrency as a means for payment"", ""More than 2,000 merchants currently accept Dogecoin as payment for transactions as of March 6, according to Cryptwerk, including Musk's Tesla. The electric vehicle manufacturer began accepting Dogecoin as payment for its products on Jan. 14.\n\nNeither Musk, nor Markus, have tweeted requests to Shake Shack to accept Dogecoin at last check."", ""REUTERS\n\nTesla Inc. has secured local approvals in Germany to formally begin electric-vehicle productions at its new plant outside Berlin, a key pillar of chief executive Elon Musk's push to rapidly boost output and sales."", 'The approval comes with conditions that Tesla must fulfill before the new vehicles can be driven from the factory to customers, Brandenburg state officials said.\n\nTesla must provide assurances regarding water usage as well as pollution controls, which have been at the forefront of objections to the plant by environmentalists.', ""Tesla expects to inaugurate production at a new plant in Austin, Texas, soon.\n\nTesla's German factory will play a key role in helping the company build market share in Europe, by allowing it to tailor models for local customers."", 'Tesla began production at the facility in 2020, but was hit by a string of delays including environmental opposition and errors by the company in seeking approvals.\n\nThe factory has been largely complete since late last year, but only got official approval from Brandenburg state government Friday.', 'When Tesla first approached Brandenburg in 2019 about building a plant near Berlin, the state government was alarmed by how fast Mr. Musk wanted it to go up.\n\nLocal officials began to refer to the company\'s aggressive -- for Germany -- timeline as living on ""Tesla time.""', 'That allowed Tesla to receive preliminary approval to build the factory in stages, pending final approval at the end of the process.\n\n""This was a mammoth task,"" Brandenburg Prime Minister Dietmar Woidke said. ""Today is a very good day for Brandenburg and, I believe, for all of Germany.""', ""Tesla is the world's largest auto maker by market value, but its production is dwarfed by rivals such as Volkswagen AG, Bayerische Motoren Werke AG, Mercedes-Benz Group AG and Jeep and Chrysler owner Stellantis NV.\n\nHowever, it maintains an edge in the fast-growing EV market."", ""Rival car makers are eyeing Tesla, though.\n\nAfter years of preparation, European auto makers are creating a range of models for potential customers that didn't exist when Teslas first hit the showrooms."", ""Tesla also faces potential challenges from Germany's powerful IG Metall labor union, which is eager to organize the Berlin plant.\n\nWorkers last week elected a council empowered to mediate on behalf of staff over working conditions, but not allowed under German law to engage in collective bargaining."", 'In addition, environmental activists have sued to block a utility provider from increasing the water it draws from the ground to serve the Tesla plant.\n\nIf the court sides with the plaintiffs, the water company says it would have a shortfall so large that the entire local community would be affected.', 'Tesla Gets Approval to Start EV Production in Germany']"
2022-03-07,"[""Biden did not mention electric vehicle giant Tesla (TSLA) - Get Tesla Inc Report but then that shouldn't really come as a surprise to people if you've been following Musk on Twitter."", 'Among other large-caps, Amazon.com (AMZN) is down 25% since the market peak, Tesla (TSLA) is 29% lower, Nvidia (NVDA) is off 35%, and beleaguered Meta Platforms (FB) is down a stunning 46%—the stock on Monday set a new 52-week intraday low of $187.28.\n\nThe losses in many familiar names since the market peak are stunning.', 'Apart from its top holding of ALB which was indeed a good buy back then, LIT is exposed to the risks of its midstream and downstream business segments based on its top 5 holdings as at 2-Mar-2022:\n\nLIT holds 5.6% of Tesla (TSLA), its third largest holding.', 'Tesla both relies on Lithium batteries produced by manufacturers as well as produces its own batteries for its range of EVs.\n\nLIT holds 6.3% of TDK Corp, its second largest holding. TDK is a Japan-based company that holds Amperex technology with Lithium battery manufacturing facilities in Dongguan, China.', 'The company is one of the largest lithium battery producers in the world and has many trade partnerships with non-Chinese EV manufacturers such as Tesla, BMW, Toyota and Honda.\n\nLIT holds 4.9% of Ganfeng Lithium Co Ltd, its fifth largest holding. The company supplies to car manufacturers such as BMW, Tesla and Volkswagen.', 'Exhibit 2: Top holdings of LIT as at 3-Mar-2022\n\nHoldings % Portfolio Weight First Bought Market Value USD as of Mar 02, 2022 1-Year Return P/E Sector Albemarle Corp. 9.91 12-Jan-15 474,793,682 27.64 29.76 Basic Materials TDK Corp. 6.34 27-Oct-21 303,562,543 -11.97 12.3 Technology Tesla Inc. 5.6 31-Oct-14 268,100,723 34.89 84.75 Consumer Cyclical Contemporary']"
2022-03-08,"['FILE PHOTO: A logo of the electric vehicle maker Tesla is seen near a shopping complex in Beijing, China January 5, 2021. REUTERS/Tingshu Wang/File Photo FILE PHOTO: A logo of the electric vehicle maker Tesla is seen near a shopping complex in Beijing, China January 5, 2021.', 'REUTERS/Tingshu Wang/File Photo\n\nMarch 8, 2022\n\nBy David Shepardson\n\nWASHINGTON (Reuters) – Tesla Inc defended the safety benefits of its advanced driver assistance system Autopilot and its Full Self-Driving (FSD) capability but acknowledged they require “constant monitoring and attention of the driver.”', 'Democratic Senators Richard Blumenthal and Ed Markey wrote Tesla Chief Executive Elon Musk on Feb. 8 raising “significant concerns” about the electric-car maker’s Autopilot and FSD systems which have prompted scrutiny from safety regulators.', 'Tesla vehicles are capable of performing “some but not all of the Dynamic Driving Tasks” that can be performed by human drivers, he added.\n\nTesla says on its website that Autopilot enables vehicles to steer, accelerate and brake automatically and “require active driver supervision and do not make the vehicle autonomous.”', 'Blumenthal and Markey said in a statement to Reuters the letter was “just more evasion and deflection from Tesla. Despite its troubling safety track record and deadly crashes, the company seemingly wants to carry on with business as usual.”\n\nTesla did not respond to a request for comment.', 'Patel said in the letter that Tesla “understands the importance of educating owners on the capabilities of Autopilot and FSD Capability.”\n\nAutopilot allows drivers to keep their hands off the wheel at times but Patel said its torque-based hands-on-wheel detection helps ensure drivers remain attentive.', 'Tesla launched a test version of its FSD system more than a year ago, enabling its vehicles to navigate city streets. Tesla has expanded the FSD deployment to 60,000 users, sparking criticism that it is risking safety by testing its technology with untrained drivers on public roads.\n\nThe automaker faces a number of investigations.', 'The senators said in their letter the “complaints and investigations paint a troubling picture: Tesla repeatedly releases software without fully considering its risks and implications, creating grave dangers for all on the roads.”', 'Under pressure from regulators, Tesla in January agreed to recall about 54,000 U.S. vehicles to revise software to prevent vehicles from disregarding stop signs.\n\n(Reporting by David Shepardson; additional reporting by Hyunjoo Jin in San Francisco; editing by Richard Pullin)', 'Tesla tells U.S. lawmakers Autopilot requires ‘constant monitoring’', 'Gains in megacap growth stocks, such as Tesla, Meta Platforms and Alphabet, helped mitigate losses for the S&P 500.\n\nThe energy sector, a standout performer this year, continued its charge higher, rising 1.4%.', ""Tesla's Musk seeks to end SEC muzzle on tweets, could face uphill battle\n\nArticle content Tesla Inc Chief Executive Elon Musk on Tuesday asked a federal judge to terminate his 2018 agreement with the top U.S. securities regulator requiring some of his tweets to be vetted by a lawyer. We apologize, but this video has failed to load."", 'UPHILL FIGHT In early November, Musk posted on Twitter that he would offload 10% of his Tesla stake if users approved.\n\nAdvertisement 3 Story continues below This advertisement has not loaded yet, but your article continues below.\n\nArticle content A majority did, and the poll sent Tesla shares into a slump.', 'The tweet renewed questions about whether Musk complied with his SEC agreement to obtain approval from a Tesla lawyer before issuing written communications about information material to his company or its shareholders.', 'Tesla said on Tuesday that Musk’s tweet on stock sales “is behavior the SEC should encourage: a CEO’s transparency with the public and shareholders about a proposed stock sale.” Musk faces a “real uphill fight,” according to Stephen Crimmins, a partner at Murphy & McGonigle in New York City.', 'Tesla and Musk settled by agreeing to each pay $20 million in civil fines and let lawyers vet some of Musk’s communications in advance, including Twitter posts that could affect Tesla’s stock price. Musk also gave up Tesla’s chairmanship. “I never lied to shareholders,” Musk told Nathan in a separate court filing.', '“I entered into the consent decree for the survival of Tesla, for the sake of its shareholders.”\n\nAdvertisement 5 Story continues below This advertisement has not loaded yet, but your article continues below.', 'He said Tesla’s investor relations teams said at that time that several large shareholders “could cede their ownership in Tesla – substantially impacting Tesla’s financing – if the case was not settled expediently.” The company on Tuesday accused the SEC of exploiting the consent decree to “micro-manage Mr.', 'He also tweeted in 2020 that Tesla would make short pants in radiant red satin with gold trim and send them to the SEC, which he called the “shortseller enrichment commission.”']"
2022-03-09,"['AAPL 3.50% , Tesla Inc. TSLA 4.19% and Google parent Alphabet Inc. GOOG 5.18% have revived it in an effort to make their shares more affordable for individual investors.', 'AAPL 3.50% , Tesla Inc. TSLA 4.19% and Google parent Alphabet Inc. GOOG 5.18% have revived it in an effort to make their shares more affordable for individual investors.', ""Several mega cap companies such as Apple Inc (NASDAQ: ), Tesla (NASDAQ: ) and Nvidia (NASDAQ: ) have split their stocks since 2020.\n\nAmazon's stock, which closed at $2,785.58 on Wednesday, has nearly doubled over the last two years, when demand for both its e-commerce and cloud computing business surged in the wake of the COVID-19 pandemic.""]"
2022-03-10,"[""The young electric vehicle manufacturer wants to meet demand, while rivals Tesla, Ford and GM are watching for any missteps.\n\nThings aren't working out so well for Rivian (RIVN) - Get Rivian Automotive, Inc. Class A Report these days.\n\nThe young manufacturer of electric vehicles seems to be experiencing a series of slips that never ends."", 'The company, presented as one of the great rivals of Tesla (TSLA) - Get Tesla Inc Report, GM (GM) - Get General Motors Company Report and Ford (F) - Get Ford Motor Company Report, announced again bad news during the publication of the fourth quarter earnings on Thursday.', 'Rivian Makes an Unexpected Gift to Tesla, Ford and GM', 'As more and more companies bring new electric vehicles to market, investors are wondering if Tesla Inc.’s ( TSLA, Financial) growth will be negatively impacted by the increased competition.', 'Perhaps it’s not too surprising that Tesla, one of the first-movers in the consumer EV space, seems to be taking proactive steps to secure the strength of its supply chain and stay ahead of the curve in terms of EV production.', 'In fact, you could almost say this is what Tesla does best; its success so far has largely depended on its ability to scale up rapidly and efficiently.\n\nTesla’s proactive approach\n\nTesla has a focus on securing advantageous deals for materials and making key production shifts, preferably well in advance of competitors.', 'This was on full display in 2020 and 2021, when Tesla operated in a different reality from other automakers like Ford ( F, Financial) and General Motors ( GM, Financial).', 'While other automakers were forced to close down plants due to semiconductor shortages, Tesla kept chugging along, posting record sales quarter after quarter due to its ability to secure all of the critical components for its vehicles.', 'While Tesla and its CEO, Elon Musk, have been quiet about the specifics of how their supply chain is running circles around other automakers, the results speak for themselves; it’s clear that the company has achieved a greater ability to procure parts and materials.', 'When Tesla couldn’t get as many new chips as it needed, it was able to rewrite the software on the ones it had available, which it wouldn’t have been able to do if it was outsourcing software and computing processes.', 'Tesla is backing nickel mining starts and transitioning some cheaper models to LFP batteries.', 'Tesla will give you a giant contract for a long period of time, if you mine nickel efficiently and in an environmentally sensitive way. So hopefully this message goes out to all mining companies. Please get nickel.”\n\nFast-forward to the present day and Tesla is still working on signing new nickel deals where it can.', 'This has been a focus of Tesla for many years, which bodes well for the future.', 'The company originally made powertrains and batteries for other EV manufacturers, but in 2016, branded itself as Lucid Motors, and begin making luxury electric vehicles that compete with companies like Tesla, Nikola, and Rivian.', 'Lucid Group is headed by CEO Peter Rawlinson, who was a former chief engineer for Tesla. Lucid’s flagship luxury EV sedan is called the “Air” and the Dream Edition of the Air model goes for around $169,000. It also has the longest range of any EV so far, at 520 miles.']"
2022-03-11,"['Those holdings include Canadian Solar (NASDAQ:CSIQ) and Tesla (NASDAQ:TSLA).\n\n“The urgent necessity of a just transition to a low-carbon economy to stave off the worst effects of climate change is, of course, a key driver of sustainability-themed investing.', ""Apparently the Tesla CEO's money is all going to Mars.\n\nThe weirdest thing about Elon Musk and Grimes’ relationship, and the thing that almost no one wants to admit, is that it’s at least kinda cute."", 'The CEO and Chief Engineer of SpaceX and Tesla (TSLA) - Get Tesla Inc Report and the musician born Claire Boucher are both polarizing figures, to be put it lightly.\n\nMusk presents himself as a creature of pure ID, one who can disrupt the stock market with a few tweets, while Grimes presents herself as a real-time anime character.', 'ROBYN BECK/AFP via Getty Images\n\nFans of Tesla and people who follow the world of business and the CEOs that make it move, tend to look at Grimes as Musk’s weird goth girlfriend who makes a bunch of songs about aliens.\n\nIt’s safe to say that those people don’t exactly spend a lot of time on Stereogum and Pitchfork to stay up-to-date on new music.', 'She also defended his tendency to wild-out on Twitter (where he recently “joked” that he was planning to leave Tesla to become a full-time influencer) and ""The Joe Rogan Experience,"" saying ""Bro might say a lot of stupid s**t, but he does the right thing.”', 'Consumer discretionary stocks Tesla, Las Vegas Sands and Etsy Inc. posted sharp losses.']"
2022-03-12,"['For standout returns look no further than Dogecoin, among the biggest shockers in the broader crypto world and a favorite of Tesla Inc (NASDAQ:TSLA) CEO Elon Musk, the meme crypto was created by software engineer Billy Markus in only 3 hours.', 'For standout returns look no further than Dogecoin, among the biggest shockers in the broader crypto world and a favorite of Tesla Inc (NASDAQ:TSLA) CEO Elon Musk, the meme crypto was created by software engineer Billy Markus in only 3 hours.', 'Tesla Inc (NASDAQ:TSLA) CEO Elon Musk has sold all seven of the houses he once owned in California, according to The Wall Street Journal.\n\nIn 2020, he announced on Twitter that he will be selling all his physical possessions, including his real estate.\n\nI am selling almost all physical possessions.', 'Also See: Elon Musk Faces Legal Challenge Over Claim That His Tesla Financing Tweet Was True\n\nMusk also sold another one of his properties, the former home of the late actor and director Gene Wilder, to Wilder’s 53-year-old nephew, Jordan Walker-Pearlman.']"
2022-03-13,"['Traditional car companies desire more online orders and fixed pricing, while dealers see a threat to their role\n\nTesla sells directly to customers online or from retail stores.', 'REUTERS\n\nAs car companies go electric, some are trying to wrest control from dealers on how those vehicles will be priced and sold, aiming to make the experience closer to the direct-selling model used by Tesla Inc.', ""Tesla sells directly to customers online or from retail stores, after waging a yearslong battle across states to sidestep franchise laws that protect dealerships.\n\nStartups such as luxury-car maker Lucid Group Inc. and electric-truck company Rivian Automotive Inc. also sell directly, emulating Tesla's no-dealership approach."", '""We looked at the competition that had gone before us, and frankly that\'s predominantly Tesla. They created this online-order system,"" he said.', 'Tesla Set the Model for Selling EVs That Others Want to Follow', ""Tesla (TSLA) - Get Tesla Inc Report CEO Elon Musk sometimes appears to vacillate between mad genius, impish prankster, and Batman villain. He's a talk first, think about the consequences later Twitter (TWTR) - Get Twitter, Inc."", ""He has also quietly sent some Tesla Powerwalls to Ukraine to help the war-torn country.\n\nPaul Hennessy/SOPA Images/LightRocket via Getty/Shutterstock/TS\n\nTesla Brings Power to Ukraine's People\n\nWhile many companies have made donations in Ukraine, Musk's Tesla has gone above and beyond."", '""The unlisted YouTube ""Mobile Powerwall setup"" video discovered by Electrek appears to have been made by Tesla, or at least by someone working alongside the electric automaker. Regardless of the official source, the video should prove very helpful to Ukraine amid these dark times,"" InsideEVs reported.', 'A Tesla Powerwall could potentially power a Starlink internet terminal for multiple days. If you add solar panels -- and Tesla provided the hookups to do that -- you could have long-term internet connectivity as well as power.', 'Tesla, Elon Musk Bring Power to Ukraine; Defy Russia, Putin', 'EV sales in the U.S. are already into the hundreds of thousands of units a year, led by Elon Musk’s Tesla. All major car companies, particularly Ford and GM in the U.S., have multibillion programs to move away from fossil-fueled vehicles as early as 2030. The environmental benefits will be huge.\n\nAutonomous cars present a difficult challenge.', 'The bottom of the list was taken by Turkey at 2.01, followed by Slovakia at 2.10 and Lithuania at 2.14.\n\n24/7 Wall St.’s most recent evaluation of Tesla noted–“Tesla Inc.”– Though Daiwa Securities upgraded shares of the electric vehicle heavyweight to Outperform from Neutral, it also lowered the target price to $900 from $980.']"
2022-03-14,"['SpaceX and Tesla CEO Elon Musk revealed in a Twitter thread that the two companies are facing ""significant recent inflation pressure in raw materials and logistics.""\n\nMusk\'s Sunday tweet comes as the consumer price index rose 7.9% in February from a year ago, marking the fastest increase since January 1982, when inflation hit 8.4%.', ""Ticker Security Last Change Change % TSLA TESLA INC. 766.37 -28.98 -3.64%\n\nRussia's invasion of Ukraine has also exacerbated the situation, with prices for commodities like metals climbing toward record highs.\n\nFEBRUARY INFLATION: WHERE ARE RISING PRICES HITTING AMERICANS THE HARDEST?"", ""Elon Musk says SpaceX, Tesla facing 'significant' inflationary pressure"", 'The big six U.S. bellwethers, Apple, Microsoft, Google, Amazon, Tesla, and formerly, Facebook had essentially powered the past 10 years of growth for the S&P 500, but the law of large numbers and the prospects of rising interest rates make the prior impressive run difficult to sustain.', 'We’ve already seen some of those pillars start to crack with the likes of Facebook and Tesla experiencing 30% draw downs. Conversely, the TSX is much more cyclically balanced with its three main pillars — financial, energy, and materials — benefiting from rising interest rates and the economic growth we are expecting post the COVID recovery.', 'Rivian, which is hoping to ramp-up production in the coming years to challenge established rivals such as Tesla (TSLA) - Get Tesla Inc Report in the global EV market, has only produced 2,425 cars since it began production in September of last year, and forecasts it will roll out 25,000 units this year.', '“Meanwhile, Tesla, which began production in 2010, made a record 936,000 vehicles last year,” Baccardax noted.']"
2022-03-15,"[""Sign up now for the free CryptoCodex—A daily newsletter for crypto investors and the crypto-curious\n\nMORE FROM FORBES 'I Won't Sell'-Tesla Billionaire Elon Musk Issues Inflation Advice As The Price Of His Bitcoin, Ethereum And Dogecoin Plummet\n\nApple cofounder Steve Wozniak doesn't consider himself a bitcoin investor but has made money from ... [+]"", 'been moving ever higher, and markets are waiting to see if inflation falls back to a more manageable ongoing number, even if higher than in the past.\n\n10 year Treasury Yield (Yahoo Finance)\n\nThe most noticeable area of the correction is in the technology and ""fad stock"" sector, where the Nasdaq index is down about 20% and widely held favorites like Tesla', ""Tesla's (TSLA) - Get Tesla Inc Report chief executive is once again in the middle of Russia/Ukraine war, after a person purporting to be the leader of the Chechen Republic offered to train him to fight Russian President Vladimir Putin in single combat.""]"
2022-03-16,"['Tesla’s valuation\n\nFormer market darlings are also under pressure everywhere, and Tesla is no exception. In 2022, the Tesla share price has tanked by more than 30%.\n\nMcCarthy reckons that market hubris last year has led to the detachment of Tesla stock from fundamentals.\n\nWhat were the top 10 most traded US stocks on Tiger Brokers globally?', 'TSLA SE NIO GRAB BABA AAPL PLTR TIGR FB BILI\n\n“A challenge for Tesla investors is that at peak share prices, Tesla stock had departed from all traditional valuation measures,” McCarthy explained.\n\n“And the stock was trading purely on the most optimistic estimates of future growth,” he added.', 'Options to hedge volatility\n\nOptions contracts on global tech stocks are still in high favour with Tiger investors, whether its Apple, Tesla, Advanced Micro Devices or electric vehicle manufacturer Nio – according to Tigers’ data.\n\nWhat were the top 10 most traded US options on Tiger Brokers globally?', 'Tesla (NASDAQ: ) Inc has released pilot software for what it calls its ""Full Self-Driving"" system to tens of thousands of Tesla owners for use on public roads across the United States.\n\nThe system has faced scrutiny from U.S. regulators over deadly crashes and traffic law violations.', 'Tesla (NASDAQ: ) Inc is suspending production at its Shanghai factory on Wednesday and Thursday, according to a notice sent internally and to suppliers, while the notice did not give a reason for the stoppage. Volkswagen (DE: ) Group China said it would resume production in Shanghai on Thursday after a 48-hour suspension.']"
2022-03-17,"['Tesla Inc has recently raised vehicle prices in the United States and China after CEO Elon Musk said the biggest electric carmaker faces significant inflationary pressure in raw materials and logistics.', 'Tesla, which is developing its own electric pickup, faces a “primary challenge” in making it affordable, CEO Elon Musk said this month. “If it is extremely hard to do so for Tesla, despite our much greater economies of scale & better technology, then it is damn near impossible for others,” Musk said.', 'FALLON/AFP via Getty Images\n\nThe biggest holding in the Ark Innovation fund is electric vehicle maker Tesla (TSLA) - Get Tesla Inc Report, followed by online healthcare platform Teladoc Health (TDOC) - Get Teladoc Health, Inc. Report, video streaming platform Roku (ROKU) - Get Roku, Inc.', 'Companies like Tesla, Inc. (NASDAQ:TSLA), Netflix, Inc. (NASDAQ:NFLX), and Eiger BioPharmaceuticals, Inc. (NASDAQ:EIGR) are among the stocks moving up today.\n\nLet’s look at the reasons the stocks are trending today and discuss how elite hedge funds are positioned in them.\n\n10.', 'In addition to The Mosaic Company (NYSE:MOS), some of the companies experiencing a rise in stock price today include Tesla, Inc. (NASDAQ:TSLA), Netflix, Inc. (NASDAQ:NFLX), and Eiger BioPharmaceuticals, Inc. (NASDAQ:EIGR).\n\nClick to continue reading and see 5 Stocks Gaining Ground on Thursday.\n\nSuggested Articles:\n\nDisclose.']"
