date,news
2022-04-19,"[""For once Elon Musk's Tesla (TSLA) - Get Tesla Inc Report is behind the curve in introducing a new trendy vehicle with lots of consumer appeal.\n\nMusk's EV maker, which famously draws most of the attention non-gas powered cars get these days, is about to get lapped by a reinvigorated traditional automaker."", 'Even though Musk touted a pickup truck from Tesla several years ago, production has yet to launch.\n\nHe said the company anticipates beginning manufacturing of the Tesla pickup next year at its newly opened factory in Texas.', ""The F-150 Lightning also shares something else with Tesla.\n\nThe base model F-150 Lightning lists for slightly over $40,000, vs. $30,000 for a gas model. That's roughly where Tesla's Model 3 vehicles start as well.\n\nBut work your way up the scale to a fully tricked out F-150 Lightning Platinum, and the MSRP jumps to a cool $90,874.\n\nThat's right."", 'Read: ‘Private markets get it,’ but disruptive tech is beaten-up in the stock market, says ARK’s Cathie Wood\n\nSpecifically, the fund’s largest holding, shares of Tesla Inc. TSLA, +2.38% , were off 18.4% since peaking Nov. 4, 2021, followed by a nearly 82% drop in its second-largest exposure, Zoom Video Communications Inc.', 'Note that Tesla (TSLA), the #5 holding with a 2.1% weight, has also announced its intention to split the stock once again (likely 5:1).\n\nBut, of course, there are large-cap stocks outside of the tech sector.']"
2022-04-20,"[""The supply chain crunch hit Tesla Inc.'s solar energy business hard this winter.\n\nThe company's solar energy deployments – including the solar roof made at Tesla's Buffalo plant – plunged by nearly half during the first quarter because of problems getting supplies from outside the United States."", 'Tesla said it installed 48 megawatts of solar energy generating capacity during the first three months of this year, 48% less than the 92 megawatts of solar capacity it installed during the same period last year.\n\nTesla blamed supply chain issues for the drop.', 'Tesla CEO Elon Musk said he expects the supply shortages that affected the company\'s battery and solar energy businesses to be resolved.\n\nSupport Local Journalism Your subscription makes our reporting possible. Support this work for $1 a month\n\n""I expect batteries and solar to grow well this year,"" Musk said during a conference call Wednesday.', ""Tesla said sales of its solar roof – one of the primary products made at the company's Buffalo plant – also increased, although it provided no details.\n\nAnalysts believe Tesla has installed a relatively small number of solar roofs, so even a high percentage increase likely involves a modest number of additional deployments."", 'Tesla CEO Elon Musk admitted last spring that the company made “significant mistakes” that underestimated how difficult the new roofing product would be to install on some roofs.\n\nInstalling the solar tiles is complicated even on a regular, square roof, with the extra circuitry and engineering that the solar roof requires.', ""GAF Energy has launched a line of solar shingles that provide homeowners with a built-in solar power array, as does Tesla's solar roof, but in a simpler format that can be installed by roofers, rather than the specially trained teams used by Tesla."", 'Tesla said earlier this year that it has 1,619 full-time and 17 part-time employees at the Buffalo factory, comfortably topping the 1,460 jobs that Tesla needed to avoid a $41.2 million penalty from the state, which spent $950 million to build and partially equip the plant.', 'Tesla (ticker: TSLA) earned a record $3.22 per share from $18.8 billion in total sales, its highest total ever. Wall Street was looking for earnings per share of about $2.20 to $2.30 from about $18 billion in sales. In the fourth quarter of 2021, Tesla earned $2.54 a share on sales of $17.7 billion.', 'Sales of regulatory credits, which Tesla receives because it produces more than its fair share of low-emission vehicles, contributed to the surprise. Credit sales came in at $679 million in the first quarter, more than double expectations for about $312 million.', 'Tesla management cited inflation pressures in its news release. But Tesla’s cost per car dropped compared with the fourth quarter. That was a surprise. One partial explanation is that Tesla buys batteries and materials on long-term contracts. That can delay the impact when spot prices shoot higher.', 'Another reason costs fell was that about half the cars Tesla shipped in the first quarter included iron-phosphate, or LFP, batteries. Those are lithium-ion batteries without more expensive cobalt or nickel metals that allow for better performance.', 'Aside from first-quarter results, Tesla offered guidance. “We remain confident of 50% growth in vehicle production in 2022 versus 2021,” Musk said on the company’s conference call. “I think we have a reasonable shot at a 60% increase over last year.”\n\nThat will soothe investors who are worried about production rates.', 'At 55% volume growth, the mid-point of Musk’s numbers, Tesla would deliver about 1.45 million vehicles in 2022. That’s close to what Wall Street expects.\n\nMusk also said the company is working on a new vehicle dedicated to robotaxis. Tesla continues to invest heavily in its self-driving software and technology.', 'Shares have dropped three of the past four times Tesla has reported quarterly numbers. All four times, the company beat analysts’ projections.\n\nGiven the positive numbers and guidance, the stock appears likely to rise Thursday.\n\nWrite to Al Root at allen.root@dowjones.com', 'jetcityimage/iStock Editorial via Getty Images\n\nAfter the bell on Wednesday, we received first quarter results from electric vehicle maker Tesla (NASDAQ:TSLA) in this shareholder letter. Investors were curious to see how the Shanghai shutdown in Q1 impacted results, along with the start of production in two new factories.', ""As I discussed in my earnings preview article, I expected Tesla would once again beat street estimates that were again ridiculously low. The company did just that, coming in just above $18.75 billion in total revenue and at $3.22 in non-GAAP EPS. That's nearly a billion ahead on the top line and a dollar on the bottom line."", 'Tesla Quarterly Results (Author Estimates, Tesla Q1 Letter)\n\nSo what was the big surprise here? Well, it was one of the big points that the bears have trumpeted over time, and that was regulatory credits.', 'Tesla reported revenue from these credits of $679 million, more than double the $314 million reported in Q4, and about $400 million above what I was expecting. On the call, it was stated that a change in CAFE rules resulted in a $288 million one time credit benefit.', 'On the margin side, Tesla reported GAAP gross margins of 32.9%, up about 230 basis points over Q4 levels. However, a good chunk of that, 150 basis points, was due to the credit sales, but overall auto margins still rose.', 'As I discussed previously, price raises were likely to flow through, which they did with average selling prices per delivery rising a few percent, and Tesla was able to overcome some inflationary headwinds out there. Both energy and service margins weakened, coming in below what I was expecting.', 'With Tesla now producing solid GAAP profits, cash flow again came in strong. Free cash flow was more than $2.2 billion, although that was down more than half a billion sequentially.', ""In the end, Tesla impressed with its headline results, although the large amount of regulatory credit sales takes a bit of shine off the results. Those sales, along with price raises, helped boost margins over Q4 levels, so Tesla's results handily beat the usually low street estimates."", ""Tesla shares are up about 5% on the news, which I think is a fair reaction for now, as I don't really believe that these Q1 results do much either way to change the long-term narrative."", 'Tesla: Regulatory Credits Drive Big Beats (NASDAQ:TSLA)']"
2022-04-21,"['Tesla delivers record profit\n\nTesla (NASDAQ: TSLA) was the standout, with the company delivering a record quarterly profit of US$3.2 billion after sales revenue surged 81% to US$18.6 billion in March.\n\nThe group is clearly managing pandemic and supply chain issues better than its competitors.', 'Tesla shares gained more than 3%.\n\nCarvana share price tanks\n\nIt was the opposite story for Carvana (NYSE: CVNA), which may well have been one of the best examples of profitless tech.', 'US stock markets turn on Powell comments, Tesla delivers record quarter', ""But then came Tesla (TSLA) - Get Tesla Inc Report, which is the best manufacturer of electric vehicles in the world and is dominating in both Germany and China. America once again has auto bragging rights, Cramer said, and the stock's 3.2% move higher Thursday is totally justified."", ""Cramer's Mad Money Recap 4/12: Tesla, Nucor, Boeing"", 'Tesla meanwhile rose by another 3% after beating estimates with its Q1 trading update.\n\nTesla reported $18.8bn in revenue for Q1 of 2022, up 81% from a year earlier.', 'Elon Musk stole most of the financial headlines (again), with news that he’s rustled up US$46.5bn in funding to take Twitter private, including a US$12.5bn margin loan secured against his shares in Tesla.']"
2022-04-22,"[""Elon Musk really doesn't like bots\n\nThe Tesla (TSLA) - Get Tesla Inc Report CEO, who is looking to buy Twitter (TWTR) - Get Twitter, Inc. Report, took to the microblogging site on April 21 to express his extreme distaste for the automated accounts that tweet and retweet content."", 'Kirsch said ""looking at tweets from Tesla IPO to 2020, we found a set of accounts that did not exhibit human-like behavior ... Using Botometer https://botometer.osome.iu.edu ... we identified these accounts as programmed users generating pro-Tesla content.""', '""The #fanbots were active in the pro-Tesla movement using #TSLA and $TSLA, whereas accounts active in the counter-movement around #TSLAQ and $TSLAQ were human users,"" Kirsh said.\n\n""This imbalance suggests that the fanbots were a strategic resource supporting the Tesla narrative.""', 'We have seen some wonderful earnings reports come across this week: Tesla (TSLA), IBM, Cleveland-Cliffs (CLF), while we have also had our share of earnings disasters, of which Netflix (NFLX) was the poster child this week.', 'The first was Tesla (TSLA). In a world where growth stocks appear to be serial disappointers, Tesla was something of a light in the darkness. Tesla delivered $3.7 billion in adjusted profit, far in excess of the $2.6 billion that was expected by analysts.', 'Supply chain issues appear to be dogging companies in any number of industries, but Tesla has been able to use its engineering acumen to devise ways to cope with issues sourcing inputs.\n\nTesla’s revenue came in at $18.8 billion, implying a yearly growth rate of 81%.', 'With the size of Tesla, the ability to sustain such incredible growth rates is eminently impressive. CEO Elon Musk reiterated his expectation that Tesla can maintain a growth rate of 50% “for the foreseeable future.”', 'Given the continued outperformance from a business point of view here, Tesla is one of the few growth companies in which we still have conviction.\n\nBeyond the well-known reports of NFLX and TSLA, we received a positive earnings report from an “old school tech” name: International Business Machines Corporation (IBM).', 'We still like serial compounders like Tesla, but admittedly, it’s slim pickings in growth right now. In short, we are skewing the barbell to the defensive side of things until growth finds a bottom.\n\nTakeaways from this Week\n\nThis week earnings came into full swing.', 'Earnings weren’t all bad, as Tesla and IBM beat expectations comfortably. We continue to see a separation between earlier-stage companies with no profits and more mature companies that consistently deliver cash flow. That difference informs the way we want to position.', ""jetcityimage/iStock Editorial via Getty Images\n\nDespite challenges to its production situation, Tesla (NASDAQ:TSLA) is in the best financial position in its existence. The electric vehicle producer just reported the highest quarterly profit in the firm's history and growing vehicle margins. Tesla's free cash flow (and margins) are soaring."", 'Tesla is beating estimates by a wide margin\n\nTesla beat predictions for its first quarter earnings card yesterday. The electric vehicle company reported revenues of $18.76 billion compared to the average prediction of $17.80B.', ""Tesla is said to have begun preparations for a full reopening of its Shanghai manufacturing plant last week.\n\nDespite factory shutdowns at the end of March, which further disrupted the supply chain, Tesla produced 305,407 electric vehicles, mostly Model 3/Y vehicles, in Q1'22, showing 69% year-over-year growth."", 'I estimate that Tesla will deliver 1.4M electric vehicles in FY 2022, mostly Model 3s and Model Ys, implying 50% year-over-year delivery growth.\n\nTesla\n\nTesla broke through the 300 thousand delivery threshold for the first time ever in the fourth quarter of FY 2021.', ""Tesla\n\nSurging free cash flow margins, improving FCF conversion\n\nTesla is now widely profitable regarding GAAP earnings and has proven that it can grow its automotive gross margins even in a challenging industry environment. But the real story, I believe, is Tesla's soaring free cash flow."", ""Tesla generated $2.23B in free cash flow in Q1'22, showing 660% year-over-year growth and that's largely because of the massive ramp in Model 3/Y deliveries that Tesla has been able to pull off. In the first quarter of 2022, Tesla's free cash flow margins also more than tripled year-over-year to 11.9%."", 'Due to the ramp in deliveries, I estimate that Tesla could grow its free cash flow margin to 15% next year.', 'However, these prospects and the massive expected delivery ramp expected for FY 2022 come with a price: Tesla is very expensive on a forward sales basis. Although shares of Tesla have one of the highest P-S ratios in the industry (P-S ratio of 9.3 X), Tesla has never ever been really cheap.', 'Data by YCharts\n\nRisks with Tesla\n\nThe biggest risk for Tesla is new COVID-19 lockdowns that lead authorities to force factory shutdowns which could result in further disruptions to the supply chain.', 'What would change my mind about Tesla is if vehicle margins or delivery growth rates declined materially in FY 2022.\n\nFinal thoughts\n\nTesla FCF is firing on all cylinders, and the EV firm could see up to $17B in free cash flow next year.', 'Tesla Stock: FCF Is Firing On All Cylinders (NASDAQ:TSLA)']"
2022-04-23,"[""Tesla (TSLA) - Get Tesla Inc Report CEO Elon Musk needs a meeting with his human resources department.\n\nThe billionaire genius may well be saving the world through his electric vehicle (EV) company and he night help mankind one day live on Mars, but he's not always a kind man."", 'The conversation then took a major turn for the negative when Musk inquired about Gates holding a $500 million short position against Tesla.', '""Sorry, but I cannot take your philanthropy on climate change seriously when you have a massive short position against Tesla the company doing the most to solve climate change,"" Musk apparently texted to Gates, who has not confirmed the exchange (but it has been widely reported on).', 'Musk really does not like when people short Tesla. He showed his disdain for Gates not just through his text, but with his follow-up tweet.', ""It was a cheap shot based not on Gates' actions (and aside from his Tesla short, Gates has lots of rumored recent actions that might be legitimate cause for Musk to poke fun at) but his physical appearance."", 'He did acknowledge holding that Tesla short position in his text exchange with Musk.', 'Tesla Inc (NASDAQ: TSLA) CEO Elon Musk on Saturday responded to an assertion by Ark Investment Management analyst Brett Winton, who said it was ""okay"" for Bill Gates to short the EV Maker\'s stock.', 'What Happened: Winton explained in a tweet that Tesla only has an ""average"" ESG (Environmental, Social, and Governance) rating, so as long as Gates invested in a company like Shell PLC (NYSE: SHEL), which is more highly rated, the Microsoft Corp (NASDAQ: MSFT) founder was not being a hypocrite. Musk quickly responded.', 'ESG ratings make no sense — Elon Musk (@elonmusk) April 23, 2022\n\nThe exchange came after the leak of texts between Musk and Gates in which the Tesla CEO confronted Gates over having a $500 million short position in Tesla stock.', ""Also Read: Elon Musk's SpaceX Fast Response To A Russian Attack Recognized As 'Eye-Watering' By US Military Official\n\nWhy It Matters: It should be noted that Tesla is by far Ark's biggest holding, the stock currently makes up 10% of the firm's flagship fund ARK Innovation ETF (ARCA: ARKK), with the stake currently valued at over $968 billion."", 'Ironically, Winton is a Tesla bull and this week challenged an analyst who said Tesla had likely reached a peak in 2021 for its market share and compared the company to Netflix Inc (NASDAQ: NFLX).\n\nBerkshire Hathaway, Inc.', ""(NYSE: BRK-A) (NYSE: BRK-B) CEO Warren Buffett, in a recent interview, praised Musk for building Tesla and effectively challenging the legacy automakers. The Oracle of Omaha also indicated that climate change is an issue that needs to be addressed, even if there's only a one percent chance of successfully doing so."", 'Legendary investor Warren Buffett praised Tesla Inc (NASDAQ: TSLA) and its CEO Elon Musk in a recent interview.\n\nWhat Happened: Shares of Tesla have increased over 1,500% over the last five years. The company is now valued higher than all of the other major auto companies combined.\n\nFormer CBS journalist Charlie Rose asked Berkshire Hathaway, Inc.', '(NYSE: BRK-A) (NYSE: BRK-B) CEO Warren Buffett his thoughts on Tesla and how the company accomplished this feat.\n\n“That shows what America produces,” Buffett said.\n\nBuffett added all the other automotive companies have products, but Musk is finding a way to beat the legacy automakers.', 'You Have To Make Cars That People Want: Warren Buffett On Elon Musk And Tesla']"
2022-04-24,"['Musk, the chief executive of electric car maker Tesla Inc TSLA.O, has been meeting with Twitter shareholders since he unveiled his offer on April 14, seeking support for his bid. Musk has said Twitter needs to be taken private to grow and become a genuine platform for free speech.', 'SpaceX, the private rocket company founded by Tesla Inc electric carmaker CEO Elon Musk, has been contracted to fly three more Axiom astronaut missions to the ISS over the next two years. The price tag for such outings remains high.', 'Tesla CEO Elon Musk is irked at Bill Gates. He doesn’t see how Gates, a leading proponent of sustainable energy, could possibly sell Tesla’s stock short. And Musk says Gates is doing just that.\n\nIn a tweet on Friday night. Musk said he believes Gates has sold short $500 million shares of Tesla (ticker: TSLA), betting the stock will fall.', 'He lost interest by Sunday, saying, he was “Moving on” from “making fun of Gates for shorting Tesla while claiming to support climate change.”\n\nIt was a jarring performance by an executive whom Gates had publicly praised.', 'In an interview last year on Sway, a New York Times podcast, Gates said: “Well, it’s important to say that what Elon did with Tesla is one of the greatest contributions to climate change anyone’s ever made. And you know, underestimating Elon is not a good idea.”\n\nMusk, evidently, felt underestimated.', 'Tesla and the Gates Foundation didn’t respond to requests for comment.\n\nShorting a stock means an investor borrows and sells shares they don’t own, betting that the price will decline. Tesla, is no stranger to short selling; the company’s stock was a very popular short in recent years.', 'Bears didn’t believe Tesla could popularize electric vehicles and fund its operations from internally generated cash flow.\n\nTesla did both. And most of the bears have gone away. Today, Tesla’s short interest ratio–the amount of stock sold short compared with the total available for trading–looks downright average.', 'Tesla, however, is the most heavily shorted of companies with market capitalizations north of $1 trillion. Microsoft (MSFT), another trillion-plus company, and the others of similar size have an average short interest ratio below 1%.\n\nAside from concerns about a business’s health, investors will also short a stock because of valuation.', 'Tesla stock, a first glance, looks expensive. Shares trade for roughly 85 times estimated 2022 earnings. The Nasdaq Composite trades for about 26 times. But Tesla earnings are growing rapidly, expected to rise at a 50% average annual rate between 2021 and 2023.', 'But if Gates is shorting Tesla, his reasons remain a mystery–hedging, valuation, or something else. Gates doesn’t seem to have a problem with the mission of Tesla,, which is, as Musk puts it, to put the world on a path to a sustainable-energy future. Gates is vocal proponent of just such a future.', 'None of this is likely to mean much for Tesla investors. They can handle news of one potential short seller, or Twitter sniping between two of the world’s richest people. Tesla investors are inured to both drama and stock volatility.\n\nTesla stock, for instance, has ranged from $1,243 a share to $547 a share over the past year.', 'Elon Musk Says Bill Gates is Shorting Tesla Stock–And He’s Not Happy']"
2022-04-25,"['OUTSIZED IMPORTANCE Musk is chief executive of both electric car maker Tesla Inc and aerospace company SpaceX, and it is not clear how he much time he will devote to Twitter or what he will do.\n\nAdvertisement 5 Story continues below This advertisement has not loaded yet, but your article continues below.', 'On the other hand, he said, “Tesla shareholders can’t be happy that Musk will have to divert even more attention away from winning the EV (electric vehicle) race.” Still, Musk’s 84 million-strong Twitter account is seen as an important, free public relations and marketing tool for Tesla.', 'Musk – who is also the chief executive of electric car maker Tesla Inc and aerospace company SpaceX – revealed in a regulatory filing last week that the social media company should reach out to its family office as a point of contact regarding his proposed acquisition.', 'Article content A day after Musk tweeted in August 2018 that Goldman Sachs and Silver Lake would manage his ultimately failed effort to take Tesla private, Birchall messaged Musk to encourage a Morgan Stanley role. “They’ve been our best resource on the personal side, by far.', 'They provide you with the largest ($350M) of all the lines and each time we have pressed them for more borrow power or a lower rate, they’ve come through,” he wrote, according to documents disclosed during a trial over tweets by Musk that he was considering taking Tesla private. Musk responded: “That seems fair.”', 'In this article TSLA\n\nTWTR\n\nTesla Inc CEO Elon Musk attends the World Artificial Intelligence Conference (WAIC) in Shanghai, China August 29, 2019.', 'A copy of one such agreement from Tesla, shared with CNBC by a former employee laid off in 2018 (who did not sign the agreement) said: ""You agree not to disparage Tesla, the Company\'s products, or the Company\'s officers, directors, employees, shareholders and agents, affiliates and subsidiaries in any manner likely to be harmful to them or their business', 'In August 2018, a former Tesla security employee, Karl Hansen, filed a complaint with the U.S.', 'Tesla hid the theft from shareholders, he alleged, even though it represented a material amount of money to the automaker at the time.', 'Musk later apologized for this, and now sometimes skips speaking on Tesla earnings calls. Musk and Tesla have also asked reporters to sign NDAs or show story drafts to the company to obtain approvals before publishing. He has brazenly called on followers to edit his biography on Wikipedia. ""Just looked at my wiki for 1st time in years.', 'At his direction, Tesla stopped inviting some Electrek staff to company events after the site — which has evolved into more of an electric vehicle blog in recent years — published a story with this headline, Tesla is charging owners $1,500 for hardware they already paid for.', ""Customers' speech\n\nMusk and Tesla have also sought -- not always successfully -- to silence customers. For example, Tesla used to compel customers to sign agreements containing non-disclosure clauses as a prerequisite to have their vehicles repaired."", 'In 2021, Tesla asked customers to agree not to post critically to social media about FSD Beta, an experimental driver assistance software package that some Tesla owners could test out using their own cars and unpaid time to do so.', 'Redaction\n\nTesla and Musk attorneys have also consistently filed confidential treatment requests for legal and business filings in the US.', 'Among other things, Tesla sought to hide from the public view: vehicle safety information that federal auto regulators sought from the company as a routine investigative practice, and business information Tesla used to apply for tax subsidies from the California Alternative Energy and Advanced Transportation Financing Authority.']"
2022-04-26,"['BOSTON (BLOOMBERG) - Tesla Inc lost US$126 billion in value on Tuesday amid investor concerns that chief executive Elon Musk may have to sell shares to fund his US$21 billion equity contribution to his US$44 billion buyout of Twitter Inc.', 'Tesla is not involved in the Twitter deal, yet its shares have been targeted by speculators after Musk declined to disclose publicly where his cash for the acquisition is coming from.', ""The 12.2 per cent drop in Tesla's shares on Tuesday equated to a US$21 billion drop in the value of his Tesla stake, the same as the US$21 billion in cash he committed to the Twitter deal."", 'Wedbush Securities analyst Daniel Ives said that worries about upcoming stock sales by Musk and the possibility that he is becoming distracted by Twitter weighed on Tesla shares. ""This (is) causing a bear festival on the name,"" he said.\n\nTesla did not immediately respond to a request for comment.', 'As part of the Tesla deal, Musk also took out a US$12.5 billion margin loan tied to his Tesla stock. He had already borrowed against about half of his Tesla shares.', 'Tesla loses US$126b in value amid Musk Twitter deal funding concern', 'Market darling Tesla wiped off more than US$100bn off its market cap, or around 12%, just one day after Elon Musk flagged plans to use some of his Tesla shares as collateral to fund a debt-based acquisition of Twitter.', ""Topline\n\nTesla shares collapsed Tuesday as investors continued to digest the implications of Twitter’s acceptance of CEO Elon Musk’s $44 billion bid for the social media giant, tacking onto already-staggering losses spurred by the Federal Reserve's looming interest rate hikes."", '""Tesla shareholders can’t be happy"" about the Twitter deal potentially diverting Elon Musk\'s ... [+] attention, one analyst says.', ""Getty Images\n\nKey Facts\n\nTesla shares fell 12% Tuesday to $876, pushing the stock down more than 28% from its all-time high in November and wiping $25 billion from Musk's fortune and $128 billion from Tesla's market capitalization, which now stands at $906 billion."", ""In a filing last week, Musk disclosed he's secured $46.5 billion in financing for the Twitter deal, including more than $20 billion in loans from Morgan Stanley and another $21 billion in equity financing, making it very likely he'll need to sell Tesla shares and pledge some as collateral to make the deal work."", 'As the stock plunged Thursday when Twitter confirmed receipt of the unsolicited takeover proposal, Wells Fargo analyst Colin Langan cautioned Tesla shareholders that the risk of Musk selling even more shares could put pressure on the stock, as it did when the 50-year-old teased sales (that did ultimately happen) late last year.', ""That's how much Musk, who owns 21% of Tesla but has pledged more than half his stake as loan collateral, is worth, according to Forbes. The PayPal cofounder grew up in South Africa before attending the University of Pennsylvania as a transfer student."", 'Contra\n\n""We do not believe this Twitter bid will result in a major sale of Musk\'s Tesla shares,"" Wedbush analyst Dan Ives said in a Friday note, positing shares would instead be pledged for loans. ""We see no risk from this Twitter situation impacting shares of Tesla or Musk\'s focus.""', 'Key Background\n\nShares of Tesla have racked up big losses since Musk suggested he would sell about 10% of his stake in November, sparking concerns among investors about how share prices would hold up amid the massive liquidation.', ""Tangent\n\nEven though its stock has struggled, Tesla reported its most profitable quarter in company history last week, posting $3.3 billion in first-quarter income fueled by record deliveries.\n\nFurther Reading\n\nElon Musk's $44 Billion Twitter Deal: What Actually Happens Next?"", ""(Forbes)\n\nTwitter Accepts Elon Musk's $44 Billion Deal (Forbes)\n\nCathie Wood's Ark Invest Sells $205 Million In Tesla Stock—Buys Crypto, Gaming And Streaming Shares (Forbes)"", 'Tesla Stock Plunge Wipes Out $128 Billion In Value As Twitter Deal Sparks Fears']"
2022-04-27,"['Elon Musk won a major victory in Delaware court on Wednesday, when a judge ruled the Tesla Inc. chief executive didn’t act unlawfully in the electric-vehicle maker’s roughly $2.1 billion takeover of SolarCity Corp.\n\nA group of Tesla shareholders had alleged that Mr.', 'Musk controlled the 2016 acquisition while having a financial interest in both companies, that many of its directors were conflicted, and that Tesla overpaid for the home-solar company. Mr. Musk has said he didn’t dictate the deal process or price and recused himself from the shareholder vote.', 'Tesla Inc. Chief Executive Elon Musk didn’t act unlawfully when the electric-vehicle maker took over SolarCity Corp., a judge ruled Wednesday.', 'A group of Tesla TSLA, +0.58% shareholders had alleged that Musk controlled the takeover while having a financial interest in both companies, that many of its directors were conflicted and that Tesla overpaid for SolarCity. Musk has said he didn’t dictate the deal process or price and recused himself from the shareholder vote.', 'Twitter now occupies the bulk of the public communication of the serial entrepreneur, relegating Tesla (TSLA) - Get Tesla Inc Report clearly to the background.\n\nBritta Pedersen-Pool/Getty Images/TS\n\nLoss of $100 Billion in 2 Weeks\n\nIt makes you wonder if Tesla, at the center of his Master Plan to save the planet, is still his priority.', ""In a sign that fans and investors in Tesla do not appreciate this possible distraction that is Twitter, the carmaker's stock has suffered a lot in recent days. On April 13, the day before Musk announced Twitter's takeover bid, Tesla shares closed the session at $1,022.37 for a market capitalization of more than $1.05 trillion."", 'On April 14, the day the offer was announced, Tesla stock ended down at $985, losing almost 4%. The decline in shares continued and even grew once Musk announced the structuring of the financing for this operation. Tesla shares closed on April 27 at $881.51 for a market value of $911 billion.', '""Tesla shareholders are voicing concern over Elon [Musk] doing too many things at once,"" Scott Sheridan, market expert, and CEO of niche investment brokerage firm Tastyworks. ""And shareholders may also be worrying that depending on what he does with Twitter, he may turn off potential car buyers.”', ""Besides Tesla, he is the CEO of SpaceX, at the helm at Neuralink and The Boring Company.\n\nWill Musk Sell Tesla Stock?\n\nBut Tesla is Musk's favorite."", 'In addition, Tesla has also promised that its vehicles will be able to drive themselves by the end of the year. The production of the highly anticipated Cybertruck is scheduled for 2023. As you can see, the carmaker has a lot in its plate and therefore does not need distractions.', 'Tesla investors and fans also have their eyes on how Musk intends to finance the Twitter leveraged buyout deal. Musk has managed to secure $25.5 billion of debt and margin loan financing and is providing a $21 billion equity commitment.', ""This latest part of the transaction that he's personally guaranteed suggests that he may sell Tesla shares, which constitute a large part of his huge fortune estimated at $253 billion as of April 27, according to Bloomberg Billionaires Index."", 'Tesla Investors Send a Serious Warning to Elon Musk']"
2022-04-28,"[""He doesn't see himself as just the CEO of electric vehicle maker Tesla (TSLA) - Get Tesla Inc Report. Musk wants to be seen as the greatest visionary of the current century. He promised to save the planet from pollution and to conquer Mars. He promises us a machine into which we could download our personalities and our brains.\n\nSo atypical."", 'To contextualize, it is also a period during which Tesla was trying to convince people of the need to invest in less polluting cars as the financial crisis raged. Musk became CEO of Tesla the same year. In 2009, General Motors (GM) - Get General Motors Company Report and Chrysler (STLA) - Get Stellantis N.V. Report went bankrupt.', 'To snag the social media company using greenbacks, Musk would have to sell shares of Tesla—something he is loath to do.\n\nLuckily, thanks to the U.S. tax code, Musk can borrow against his shares and use the loan money to make his big buy. The Tesla CEO plans to do just that.', 'The rest of the purchase price, some $12.5 billion, will come from Musk pledging a massive $62.5 billion worth of Tesla stock as collateral for personal margin loans–a practice that has drawn scrutiny for letting the ultra-wealthy benefit from their wealth without paying taxes on it.', 'Of course taking out debt against his Tesla shares is nothing new for Musk. He’s been doing it since 2015. Since then, the electric carmaker has grown from a fledgling business into one of the 10 largest U.S. corporations by market value.', 'As Musk’s fortune has grown, so too has his ability to take on more personal debt, secured against his appreciating Tesla shares. (Just how much debt Musk has is unknown.)\n\nFor many of America’s wealthiest people, borrowing against company shares is old hat.', 'Within this larger group, Musk’s pledged Tesla shares—the 88,331,125 shares disclosed in last year’s proxy statement, plus the estimated 71.3 million pledged to secure his Twitter margin loan (the exact number of shares will be determined once the transaction closes)—are worth a shocking 59% of total aggregate value.', 'FORBES 400 BILLIONAIRES WITH THE MOST PLEDGED SHARES (INCLUDING MUSK’S NEW TWITTER PLEDGES):\n\nForbes\n\nMusk isn’t the only Tesla board member pledging shares: Antonio Gracias, chief executive officer of private equity firm Valor, has pledged 79% of his firm’s $1.4 billion stake in Tesla.', '“This is particularly important for Tesla who has multiple executives [and] directors with securities pledged.”\n\nMost large companies ban pledging altogether.', 'Those fears were exacerbated Tuesday when Tesla shares fell 12%, losing more than $128 billion of market value in hours.\n\n""Lenders are very different than equity markets. There\'s no upside for [lenders], they just want to get their money back,” says Donna M. Hitscherich, a finance professor at Columbia Business School and former investment banker.', 'Tesla’s shareholders may also begin worrying about Musk’s dedication to Tesla, in the same way that Twitter’s shareholders were once worried about Jack Dorsey’s dedication to Twitter, given his CEO position at fintech company Square and focus on Bitcoin.', 'MOTO’s top ten holdings comprise Tesla Inc, Quanta Services, ON Semiconductor Corporation, Eaton Corp, Alphabet Inc, Gentherm Incorporated, Power Integrations, Samsung SDI Co Ltd, NVIDIA Corporation, and Analog Devices.\n\nFor more news, information, and strategy, visit the Dividend Channel.']"
